type;id;properties_skz;properties_gmnr;properties_gemname;properties_bezeichnung;properties_str;properties_plz;properties_ort;properties_erhalter;properties_erhalter2;properties_karto_typ;properties_klassen;properties_schueler_insg;properties_schueler_m;properties_schueler_w;school_adress;lat;long
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6d04;923081;92301;Wien-Liesing;Volksschule;Korbgasse 1;1230;Wien;öffentl.;13;VS; 9;200;112; 88;Korbgasse 1, 1230 Wien;48,1365780;16,2750211
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6d03;923101;92301;Wien-Liesing;Volksschule;Fürst Liechtenstein-Straße 17;1230;Wien;öffentl.;13;VS;10;226;124;102;Fürst Liechtenstein-Straße 17, 1230 Wien;48,1360686;16,2597188
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6d02;923011;92301;Wien-Liesing;Volksschule;Kirchenplatz 2-3;1230;Wien;öffentl.;13;VS;10;220;116;104;Kirchenplatz 2-3, 1230 Wien;48,1476943;16,2946485
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6d01;923161;92301;Wien-Liesing;Volksschule;Akaziengasse 52-54;1230;Wien;öffentl.;13;VS;11;234;111;123;Akaziengasse 52-54, 1230 Wien;48,1289213;16,3146712
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6d00;923201;92301;Wien-Liesing;Volksschule;Alma-Seidler-Weg 2;1230;Wien;öffentl.;13;VS;12;260;142;118;Alma-Seidler-Weg 2, 1230 Wien;48,1481636;16,3120419
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cff;923181;92301;Wien-Liesing;Volksschule II;Anton Baumgartner-Straße 44/II;1230;Wien;öffentl.;13;VS;12;293;155;138;Anton Baumgartner-Straße 44/II, 1230 Wien;48,1514770;16,3144640
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cfe;923061;92301;Wien-Liesing;Volksschule;Erlaaer Straße 74;1230;Wien;öffentl.;13;VS;14;337;174;163;Erlaaer Straße 74, 1230 Wien;48,1424935;16,3122243
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cfd;923041;92301;Wien-Liesing;Volksschule I;Anton Baumgartner-Straße 44/I;1230;Wien;öffentl.;13;VS;15;349;177;172;Anton Baumgartner-Straße 44/I, 1230 Wien;48,1502442;16,3107987
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cfc;923031;92301;Wien-Liesing;Volksschule II;Prückelmayrgasse 6;1230;Wien;öffentl.;13;VS;17;394;216;178;Prückelmayrgasse 6, 1230 Wien;48,1446982;16,2840634
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cfb;923071;92301;Wien-Liesing;Volksschule;Draschestraße 96;1230;Wien;öffentl.;13;VS;18;380;199;181;Draschestraße 96, 1230 Wien;48,1498060;16,3476315
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cfa;923051;92301;Wien-Liesing;Volksschule;Anton Baumgartner-Straße 119;1230;Wien;öffentl.;13;VS;20;433;227;206;Anton Baumgartner-Straße 119, 1230 Wien;48,1504058;16,3186675
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf9;923151;92301;Wien-Liesing;Volksschule;Bendagasse 1-2;1230;Wien;öffentl.;13;VS;23;547;270;277;Bendagasse 1-2, 1230 Wien;48,1522597;16,2675469
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf8;923241;92301;Wien-Liesing;Priv. Volksschule Tankstelle- d.Schule d.Vereins Verein z.Betrieb d.kath.Privatsch. m.ökum.Schwerp.Tankst.d.Schule;Endresstraße 59 C;1230;Wien;privat;21;VS; 2; 38; 19; 19;Endresstraße 59 C, 1230 Wien;48,1478691;16,2805479
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf7;923191;92301;Wien-Liesing;Volksschule Kollegium Kalksburg der Vereinigung von Ordensschulen Österreichs;Promenadeweg 3;1230;Wien;privat;21;VS; 8;185; 99; 86;Promenadeweg 3, 1230 Wien;48,1344841;16,2457424
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf6;923121;92301;Wien-Liesing;Private Volksschule des Schulvereines Institut Sancta Christiana;Willergasse 55;1230;Wien;privat;21;VS; 8;190; 85;105;Willergasse 55, 1230 Wien;48,1316310;16,2551461
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf5;923131;92301;Wien-Liesing;Volksschule St. Ursula Wien;Franz Asenbauer-Gasse 49;1230;Wien;privat;21;VS; 9;225;102;123;Franz Asenbauer-Gasse 49, 1230 Wien;48,1564090;16,2644965
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf4;923171;92301;Wien-Liesing;Private Volksschule der Schulstiftung der Erzdiözese Wien;Maurer Lange-Gasse 115;1230;Wien;privat;21;VS;12;276;147;129;Maurer Lange-Gasse 115, 1230 Wien;48,1481861;16,2611417
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf3;922391;92201;Wien-Donaustadt;Volksschule;Wagramer Straße 224B;1220;Wien;öffentl.;13;VS; 2; 39; 23; 16;Wagramer Straße 224B, 1220 Wien;48,2621192;16,4529692
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf2;922331;92201;Wien-Donaustadt;Volksschule;Leonhard Bernstein-Str. 2 (Donaucity);1220;Wien;öffentl.;13;VS; 8;182; 84; 98;Leonhard Bernstein-Str. 2 (Donaucity), 1220 Wien;48,2350174;16,4100614
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf1;922371;92201;Wien-Donaustadt;Volksschule;Attemsgasse 22;1220;Wien;öffentl.;13;VS; 9;201;111; 90;Attemsgasse 22, 1220 Wien;48,2481041;16,4349199
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cf0;922321;92201;Wien-Donaustadt;Volksschule;Am Kaisermühlendamm 2;1220;Wien;öffentl.;13;VS;10;212;122; 90;Am Kaisermühlendamm 2, 1220 Wien;48,2265628;16,4189627
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cef;922141;92201;Wien-Donaustadt;Volksschule;Schüttaustraße 42;1223;Wien;öffentl.;13;VS;10;217;115;102;Schüttaustraße 42, 1223 Wien;48,2280104;16,4199847
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cee;922311;92201;Wien-Donaustadt;Volksschule;Wagramer Straße 27;1220;Wien;öffentl.;13;VS;11;241;129;112;Wagramer Straße 27, 1220 Wien;48,2365434;16,4242779
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ced;922101;92201;Wien-Donaustadt;Volksschule I;Natorpgasse 1;1222;Wien;öffentl.;13;VS;12;288;127;161;Natorpgasse 1, 1222 Wien;48,2427334;16,4441792
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cec;922091;92201;Wien-Donaustadt;Volksschule;Meissnergasse 1;1222;Wien;öffentl.;13;VS;13;285;144;141;Meissnergasse 1, 1222 Wien;48,2463625;16,4384439
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ceb;922061;92201;Wien-Donaustadt;Volksschule;Klenaugasse 12;1222;Wien;öffentl.;13;VS;13;289;147;142;Klenaugasse 12, 1222 Wien;48,2512655;16,4395053
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cea;922071;92201;Wien-Donaustadt;Volksschule;Konstanziagasse 24;1220;Wien;öffentl.;13;VS;13;298;154;144;Konstanziagasse 24, 1220 Wien;48,2230753;16,4536679
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce9;922131;92201;Wien-Donaustadt;Volksschule;Schrebergasse 39;1225;Wien;öffentl.;13;VS;13;298;150;148;Schrebergasse 39, 1225 Wien;48,2348951;16,4747224
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce8;922111;92201;Wien-Donaustadt;Volksschule;Prandaugasse 5;1222;Wien;öffentl.;13;VS;14;332;182;150;Prandaugasse 5, 1222 Wien;48,2464059;16,4312393
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce7;922211;92201;Wien-Donaustadt;Volksschule;Bertha-von-Suttner-Gasse 7;1220;Wien;öffentl.;13;VS;14;308;157;151;Bertha-von-Suttner-Gasse 7, 1220 Wien;48,2521982;16,4547205
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce6;922221;92201;Wien-Donaustadt;Volksschule;Brioschiweg 1 und 3;1220;Wien;öffentl.;13;VS;15;313;172;141;Brioschiweg 1 und 3, 1220 Wien;48,2609990;16,4419528
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce5;922191;92201;Wien-Donaustadt;Volksschule;Mira-Lobe-Weg 4;1220;Wien;öffentl.;13;VS;15;309;162;147;Mira-Lobe-Weg 4, 1220 Wien;48,2571026;16,4571258
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce4;922011;92201;Wien-Donaustadt;Volksschule;Asperner Heldenplatz 3;1224;Wien;öffentl.;13;VS;15;348;175;173;Asperner Heldenplatz 3, 1224 Wien;48,2172761;16,4836600
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce3;922031;92201;Wien-Donaustadt;Volksschule;Esslinger Hauptstraße 97;1228;Wien;öffentl.;13;VS;15;353;180;173;Esslinger Hauptstraße 97, 1228 Wien;48,2143249;16,5264803
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce2;922301;92201;Wien-Donaustadt;Volksschule;Hammerfestweg 1;1220;Wien;öffentl.;13;VS;15;350;173;177;Hammerfestweg 1, 1220 Wien;48,2164870;16,4716517
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce1;922291;92201;Wien-Donaustadt;Volksschule;Pastinakweg 10;1220;Wien;öffentl.;13;VS;15;351;168;183;Pastinakweg 10, 1220 Wien;48,2458271;16,4727451
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ce0;922171;92201;Wien-Donaustadt;Volksschule;Pirquetgasse 6b;1220;Wien;öffentl.;13;VS;16;353;190;163;Pirquetgasse 6b, 1220 Wien;48,2396703;16,4830504
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cdf;922021;92201;Wien-Donaustadt;Volksschule;Schukowitzgasse 89;1220;Wien;öffentl.;13;VS;16;366;179;187;Schukowitzgasse 89, 1220 Wien;48,2525936;16,5014331
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cde;922271;92201;Wien-Donaustadt;Volksschule;Oberdorfstraße 2;1220;Wien;öffentl.;13;VS;17;372;207;165;Oberdorfstraße 2, 1220 Wien;48,2177489;16,4804441
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cdd;922051;92201;Wien-Donaustadt;Volksschule;Georg-Bilgeri-Straße 13;1220;Wien;öffentl.;13;VS;17;363;192;171;Georg-Bilgeri-Straße 13, 1220 Wien;48,2367682;16,4446240
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cdc;922281;92201;Wien-Donaustadt;Volksschule;Viktor Wittnergasse;1220;Wien;öffentl.;13;VS;17;385;206;179;Viktor Wittnergasse, 1220 Wien;48,2113319;16,5161563
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cdb;922151;92201;Wien-Donaustadt;Volksschule des Trägerverein Werke der Schwestern vom Armen Kinde Jesus;Hardeggasse 65;1220;Wien;privat;21;VS;14;324;158;166;Hardeggasse 65, 1220 Wien;48,2188557;16,4573993
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cda;922161;92201;Wien-Donaustadt;Volksschule der Vereinigung von Ordensschulen Österreichs;Schödlbergergasse 20;1223;Wien;privat;21;VS;16;375;183;192;Schödlbergergasse 20, 1223 Wien;48,2284110;16,4213715
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd9;922341;92201;Wien-Donaustadt;Arche Noah Private Volksschule der Kirche der Siebenten-Tags-Adventisten des Schulvereins der Siebenten Tags-Adventisten;Jüptnergasse 4;1220;Wien;privat;62;VS; 1; 14;  8;  6;Jüptnergasse 4, 1220 Wien;48,2561582;16,4420237
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd8;922381;92201;Wien-Donaustadt;Priv. Volksschule Life d. Vereins Life-Family-Work Ver. z.Unterst.d. Vereinbark. v. Familie u.Erwerbstätigkeit;Kagraner Platz 27;1220;Wien;privat;62;VS; 2; 46; 26; 20;Kagraner Platz 27, 1220 Wien;48,2487770;16,4517095
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd7;921181;92101;Wien-Floridsdorf;Volksschule;Schillgasse 31;1210;Wien;öffentl.;13;VS; 6;130; 64; 66;Schillgasse 31, 1210 Wien;48,2682891;16,3883986
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd6;921071;92101;Wien-Floridsdorf;Volksschule;Dr.-Skala-Straße 43-45;1210;Wien;öffentl.;13;VS; 8;175; 96; 79;Dr.-Skala-Straße 43-45, 1210 Wien;48,2999743;16,4133998
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd5;921031;92101;Wien-Floridsdorf;Volksschule;Berzeliusgasse 2;1210;Wien;öffentl.;13;VS; 9;206;108; 98;Berzeliusgasse 2, 1210 Wien;48,2758621;16,4109577
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd4;921301;92101;Wien-Floridsdorf;Volksschule;Rittingergasse 29A;1210;Wien;öffentl.;13;VS;10;219;115;104;Rittingergasse 29A, 1210 Wien;48,2866777;16,4206322
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd3;921041;92101;Wien-Floridsdorf;Volksschule;Brünner Straße 139;1210;Wien;öffentl.;13;VS;10;232;119;113;Brünner Straße 139, 1210 Wien;48,2769341;16,4085817
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd2;921281;92101;Wien-Floridsdorf;Volksschule;Marco-Polo-Platz 9;1210;Wien;öffentl.;13;VS;10;224;108;116;Marco-Polo-Platz 9, 1210 Wien;48,2780553;16,4198470
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd1;921141;92101;Wien-Floridsdorf;Volksschule;Pastorstraße 29;1210;Wien;öffentl.;13;VS;11;223;110;113;Pastorstraße 29, 1210 Wien;48,2711543;16,4448380
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cd0;921021;92101;Wien-Floridsdorf;Volksschule;Tomaschekstraße 44;1210;Wien;öffentl.;13;VS;12;255;133;122;Tomaschekstraße 44, 1210 Wien;48,2769617;16,3840182
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ccf;921351;92101;Wien-Floridsdorf;Volksschule;Adolf-Loos-Gasse 2;1210;Wien;öffentl.;13;VS;13;262;159;103;Adolf-Loos-Gasse 2, 1210 Wien;48,2690452;16,4536264
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cce;921161;92101;Wien-Floridsdorf;Volksschule;Priessnitzgasse 1/I;1210;Wien;öffentl.;13;VS;13;287;168;119;Priessnitzgasse 1/I, 1210 Wien;48,2520373;16,4012157
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ccd;921091;92101;Wien-Floridsdorf;Volksschule;Herzmanovsky-Orlando-Gasse 11;1210;Wien;öffentl.;13;VS;13;284;159;125;Herzmanovsky-Orlando-Gasse 11, 1210 Wien;48,2736093;16,4516533
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ccc;921111;92101;Wien-Floridsdorf;Volksschule;Jochbergengasse 1;1210;Wien;öffentl.;13;VS;13;284;146;138;Jochbergengasse 1, 1210 Wien;48,2800538;16,4021927
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6ccb;921251;92101;Wien-Floridsdorf;Volksschule;Dopschstraße 25;1210;Wien;öffentl.;13;VS;13;299;161;138;Dopschstraße 25, 1210 Wien;48,2701705;16,4432297
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cca;921081;92101;Wien-Floridsdorf;Volksschule;Dunantgasse 2;1210;Wien;öffentl.;13;VS;13;300;157;143;Dunantgasse 2, 1210 Wien;48,2603487;16,3894754
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc9;921101;92101;Wien-Floridsdorf;Volksschule;Irenäusgasse 2;1210;Wien;öffentl.;13;VS;13;285;122;163;Irenäusgasse 2, 1210 Wien;48,2903152;16,3887002
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc8;921121;92101;Wien-Floridsdorf;Volksschule;Lavantgasse 35;1210;Wien;öffentl.;13;VS;13;309;146;163;Lavantgasse 35, 1210 Wien;48,2821073;16,4487970
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc7;921311;92101;Wien-Floridsdorf;Volksschule;Schumpeterweg 3;1210;Wien;öffentl.;13;VS;15;329;172;157;Schumpeterweg 3, 1210 Wien;48,2924194;16,4150401
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc6;921381;92101;Wien-Floridsdorf;Volksschule;Donaufelderstraße 77;1210;Wien;öffentl.;13;VS;15;348;184;164;Donaufelderstraße 77, 1210 Wien;48,2533969;16,4168851
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc5;921321;92101;Wien-Floridsdorf;Volksschule;Hanreitergasse 2;1210;Wien;öffentl.;13;VS;15;360;195;165;Hanreitergasse 2, 1210 Wien;48,2846679;16,4102944
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc4;921191;92101;Wien-Floridsdorf;Volksschule;Priessnitzgasse 1-3/II;1210;Wien;öffentl.;13;VS;15;355;187;168;Priessnitzgasse 1-3/II, 1210 Wien;48,2521280;16,4011567
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc3;921051;92101;Wien-Floridsdorf;Volksschule;Christian-Bucher-Gasse 14;1210;Wien;öffentl.;13;VS;15;340;154;186;Christian-Bucher-Gasse 14, 1210 Wien;48,2661283;16,3833252
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc2;921131;92101;Wien-Floridsdorf;Volksschule;Mengergasse 33;1210;Wien;öffentl.;13;VS;16;371;174;197;Mengergasse 33, 1210 Wien;48,2561446;16,4099998
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc1;921331;92101;Wien-Floridsdorf;Volksschule;Zehdengasse 9;1210;Wien;öffentl.;13;VS;17;384;187;197;Zehdengasse 9, 1210 Wien;48,2595235;16,4374077
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cc0;921201;92101;Wien-Floridsdorf;Private Volksschule Strebersdorf der Privaten Pädagogischen Hochschule - Hochschulstiftung Erzdiözese Wien (921670);Mayerweckstraße 1;1210;Wien;privat;21;VS;10;264;144;120;Mayerweckstraße 1, 1210 Wien;48,2942221;16,3809957
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cbf;921211;92101;Wien-Floridsdorf;Private Volksschule des Schulvereins De La Salle;Anton-Böck-Gasse 20;1210;Wien;privat;21;VS;17;393;203;190;Anton-Böck-Gasse 20, 1210 Wien;48,2973041;16,3887967
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cbe;921361;92101;Wien-Floridsdorf;Privatschule Vienna International Islamic Schools Volksschule des Vereins Al-Azhar International Schools;Weisselgasse 28, Nordbahnanlage 3;1210;Wien;privat;24;VS; 2; 36; 13; 23;Weisselgasse 28, Nordbahnanlage 3, 1210 Wien;48,2596030;16,4024677
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cbd;921411;92101;Wien-Floridsdorf;Priv.Volksschule Avicenna (lbn Sina) d. Vereins Kulturverein f. Völkerverständigung u. Bildung, Hafes-Goethe (HAGOE);Pragerstraße 124;1210;Wien;privat;62;VS; 4; 94; 47; 47;Pragerstraße 124, 1210 Wien;48,2755900;16,3891397
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cbc;920141;92001;Wien-Brigittenau;Volksschule;Durchlaufstraße 23;1200;Wien;öffentl.;13;VS; 9;185;100; 85;Durchlaufstraße 23, 1200 Wien;48,2411642;16,3829568
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cbb;920161;92001;Wien-Brigittenau;Volksschule;Engerthstraße 134;1200;Wien;öffentl.;13;VS;10;221; 96;125;Engerthstraße 134, 1200 Wien;48,2350831;16,3903570
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cba;920011;92001;Wien-Brigittenau;Volksschule;Vorgartenstraße 42;1200;Wien;öffentl.;13;VS;12;260;141;119;Vorgartenstraße 42, 1200 Wien;48,2407738;16,3820056
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb9;920071;92001;Wien-Brigittenau;Volksschule;Leystraße 34;1200;Wien;öffentl.;13;VS;13;262;150;112;Leystraße 34, 1200 Wien;48,2430988;16,3776863
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb8;920111;92001;Wien-Brigittenau;Volksschule II;Spielmanngasse 1;1200;Wien;öffentl.;13;VS;15;326;184;142;Spielmanngasse 1, 1200 Wien;48,2405285;16,3678916
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb7;920091;92001;Wien-Brigittenau;Volksschule I;Dietmayrgasse 3;1200;Wien;öffentl.;13;VS;15;315;165;150;Dietmayrgasse 3, 1200 Wien;48,2406688;16,3675491
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb6;920051;92001;Wien-Brigittenau;Volksschule;Greiseneckergasse 29;1200;Wien;öffentl.;13;VS;16;344;170;174;Greiseneckergasse 29, 1200 Wien;48,2314942;16,3739604
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb5;920081;92001;Wien-Brigittenau;Volksschule;Vorgartenstraße 95-97;1200;Wien;öffentl.;13;VS;17;350;180;170;Vorgartenstraße 95-97, 1200 Wien;48,2345402;16,3898385
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb4;920031;92001;Wien-Brigittenau;Volksschule;Treustraße 53-55;1200;Wien;öffentl.;13;VS;17;365;186;179;Treustraße 53-55, 1200 Wien;48,2312664;16,3641258
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb3;920121;92001;Wien-Brigittenau;Volksschule;Robert-Blum-Gasse 2;1200;Wien;öffentl.;13;VS;18;404;214;190;Robert-Blum-Gasse 2, 1200 Wien;48,2485690;16,3742309
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb2;919071;91901;Wien-Döbling;Volksschule;Oskar-Spiel-Gasse 3;1190;Wien;öffentl.;13;VS; 8;149; 83; 66;Oskar-Spiel-Gasse 3, 1190 Wien;48,2576658;16,3632912
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb1;919041;91901;Wien-Döbling;Volksschule;Kreindlgasse 24;1190;Wien;öffentl.;13;VS; 8;192; 96; 96;Kreindlgasse 24, 1190 Wien;48,2402719;16,3522745
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6cb0;919091;91901;Wien-Döbling;Volksschule;Windhabergasse 2;1190;Wien;öffentl.;13;VS; 8;187; 78;109;Windhabergasse 2, 1190 Wien;48,2484814;16,3303745
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6caf;919081;91901;Wien-Döbling;Volksschule;Pantzergasse 25;1190;Wien;öffentl.;13;VS; 9;174; 89; 85;Pantzergasse 25, 1190 Wien;48,2357550;16,3541700
